,Server_Utilization_Rate_Percent,IT_Equipment_Energy_kWh,Total_Facility_Energy_kWh,PUE_Power_Usage_Effectiveness,DCiE_Data_Center_Infrastructure_Efficiency_Percent,Grid_Carbon_Intensity_gCO2eq_per_kWh,Scope_2_Emissions_kgCO2eq,CUE_Carbon_Usage_Effectiveness_kgCO2eq_per_kWh,WUE_Water_Usage_Effectiveness_L_per_kWh,ERF_Energy_Reuse_Factor,Scope_1_Emissions_kgCO2eq,Scope_3_Emissions_Embodied_Carbon_kgCO2eq,E_Waste_Diversion_Rate_Percent,VM_Density_VMs_per_Host,ITEU_IT_Equipment_Utilization_Percent,Compute_Density_kW_per_Rack,Network_Equipment_Power_Percent_of_IT,ASHRAE_Thermal_Guideline_Conformance_Percent,Delta_T_Across_Racks_C,Cooling_System_Efficiency_kW_per_Ton,CFE_24_7_Carbon_Free_Energy_Score_Percent,Power_Factor,UPS_System_Efficiency_Percent,Server_Refresh_Cycle_Years,Circular_Economy_Percentage,Waste_Diversion_Rate_Percent,Scope_3_Water_Processing_Emissions_kgCO2eq
21/07/25 5:45,76.14,394.13,570.23,1.45,69.12,290.06,165.4,0.42,0.19,0.06,0,4.28,99.8,6,72.34,15.81,13.58,100,13.05,0.26,61.32,0.98,98.77,5.5,22,92,0.04
21/07/25 6:00,73.43,376.98,546.69,1.45,68.96,264.51,144.6,0.38,0.2,0.06,0,4.28,99.8,6,69.76,15.67,13.21,100,12.94,0.26,64.73,0.99,98.51,5.5,22,92,0.04
21/07/25 6:15,77.76,395.13,569.41,1.44,69.39,295.31,168.15,0.43,0.19,0.05,0,4.28,99.8,8,73.87,15.89,12.65,100,13.11,0.26,60.63,0.99,98.66,5.5,22,92,0.04
21/07/25 6:30,74.12,379.29,552.86,1.46,68.61,284.78,157.44,0.42,0.2,0.05,0,4.28,99.8,8,70.42,15.71,13.18,100,12.96,0.26,62.03,0.99,98.85,5.5,22,92,0.04
21/07/25 6:45,76.9,397.81,573.1,1.44,69.41,285.24,163.47,0.41,0.19,0.06,0,4.28,99.8,8,73.05,15.84,13.68,100,13.08,0.26,61.97,0.98,98.83,5.5,22,92,0.04
21/07/25 7:00,72.79,371.54,541.81,1.46,68.57,284.75,154.28,0.42,0.21,0.06,0,4.28,99.8,7,69.15,15.64,13.9,100,12.91,0.26,62.03,0.98,98.85,5.5,22,92,0.04
21/07/25 7:15,76.66,393.08,566.93,1.44,69.34,260.23,147.53,0.38,0.2,0.05,0,4.28,99.8,8,72.83,15.83,12.84,100,13.07,0.26,65.3,0.99,98.76,5.5,22,92,0.04
21/07/25 7:30,72.21,367.14,535.31,1.46,68.58,292.67,156.67,0.43,0.18,0.06,0,4.28,99.8,8,68.6,15.61,13.27,100,12.89,0.26,60.98,0.98,98.63,5.5,22,92,0.03
21/07/25 7:45,77.24,392.65,567.31,1.44,69.21,289.88,164.45,0.42,0.2,0.06,0,4.28,99.8,6,73.38,15.86,13.37,100,13.09,0.26,61.35,0.99,98.71,5.5,22,92,0.04
21/07/25 8:00,71.73,364.56,533.39,1.46,68.35,258.34,137.8,0.38,0.21,0.06,0,4.28,99.8,7,68.14,15.59,13.73,100,12.87,0.26,65.55,0.99,98.68,5.5,22,92,0.04
21/07/25 8:15,76.24,394.69,569.17,1.44,69.34,262.18,149.23,0.38,0.21,0.06,0,4.28,99.8,7,72.43,15.81,12.94,100,13.05,0.26,65.04,0.98,98.81,5.5,22,92,0.04
21/07/25 8:30,75.2,384.97,555.99,1.44,69.24,278.66,154.93,0.4,0.18,0.06,0,4.28,99.8,7,71.44,15.76,13.83,100,13.01,0.26,62.85,0.99,98.86,5.5,22,92,0.04
21/07/25 8:45,74.93,386.64,558.52,1.44,69.23,268.37,149.89,0.39,0.19,0.05,0,4.28,99.8,6,71.18,15.75,12.24,100,13,0.26,64.22,0.98,98.77,5.5,22,92,0.04
21/07/25 9:00,69.26,357.87,521.4,1.46,68.64,253.95,132.41,0.37,0.18,0.05,0,4.28,99.8,6,65.8,15.46,13.79,100,12.77,0.26,66.14,0.98,98.76,5.5,22,92,0.03
21/07/25 9:15,72.39,370.93,540.87,1.46,68.58,268.06,144.99,0.39,0.19,0.06,0,4.28,99.8,8,68.77,15.62,12.11,100,12.9,0.26,64.26,0.98,98.58,5.5,22,92,0.03
21/07/25 9:30,72.5,372.27,540.35,1.45,68.89,237.1,128.11,0.34,0.18,0.05,0,4.28,99.8,7,68.87,15.62,12.87,100,12.9,0.26,68.39,0.99,98.85,5.5,22,92,0.03
21/07/25 9:45,71.47,364.72,530.45,1.45,68.76,240.98,127.83,0.35,0.21,0.06,0,4.28,99.8,6,67.9,15.57,12.35,100,12.86,0.26,67.87,0.98,98.65,5.5,22,92,0.04
21/07/25 10:00,70.59,363.73,532.05,1.46,68.36,244.97,130.34,0.36,0.19,0.05,0,4.28,99.8,6,67.06,15.53,13.01,100,12.82,0.26,67.34,0.98,98.65,5.5,22,92,0.03
21/07/25 10:15,68.35,349.06,512.03,1.47,68.17,257.08,131.63,0.38,0.22,0.06,0,4.28,99.8,7,64.93,15.42,12.27,100,12.73,0.26,65.72,0.98,98.86,5.5,22,92,0.04
21/07/25 10:30,69.57,358.97,525.3,1.46,68.34,257.86,135.45,0.38,0.21,0.05,0,4.28,99.8,6,66.09,15.48,12.63,100,12.78,0.26,65.62,0.98,98.67,5.5,22,92,0.04
21/07/25 10:45,72.51,371.65,539.86,1.45,68.84,247.62,133.68,0.36,0.22,0.05,0,4.28,99.8,7,68.89,15.63,13.43,100,12.9,0.26,66.98,0.99,98.52,5.5,22,92,0.04
21/07/25 11:00,68.79,350.57,512.8,1.46,68.36,214.35,109.92,0.31,0.2,0.05,0,4.28,99.8,5,65.35,15.44,13.67,100,12.75,0.26,71.42,0.99,98.53,5.5,22,92,0.04
21/07/25 11:15,66.69,340.05,499.57,1.47,68.07,212.79,106.3,0.31,0.22,0.06,0,4.28,99.8,5,63.36,15.33,12.46,100,12.67,0.26,71.63,0.98,98.6,5.5,22,92,0.04
21/07/25 11:30,66.23,341.7,502.31,1.47,68.03,229.18,115.12,0.34,0.2,0.05,0,4.28,99.8,5,62.91,15.31,12.47,100,12.65,0.26,69.44,0.99,98.79,5.5,22,92,0.03
21/07/25 11:45,66.8,342.61,502.82,1.47,68.14,236.44,118.88,0.35,0.21,0.06,0,4.28,99.8,6,63.46,15.34,12.38,100,12.67,0.26,68.48,0.98,98.57,5.5,22,92,0.04
21/07/25 12:00,62.89,327.73,484.62,1.48,67.63,195.82,94.9,0.29,0.19,0.06,0,4.28,99.8,6,59.75,15.14,13.04,100,12.52,0.25,73.89,0.98,98.52,5.5,22,92,0.03
21/07/25 12:15,66.49,347.29,510.5,1.47,68.03,193.71,98.89,0.28,0.2,0.05,0,4.28,99.8,7,63.17,15.32,13.06,100,12.66,0.26,74.17,0.98,98.91,5.5,22,92,0.03
21/07/25 12:30,63.33,323.98,480.81,1.48,67.38,207.62,99.82,0.31,0.22,0.06,0,4.28,99.8,5,60.16,15.17,13.67,100,12.53,0.25,72.32,0.99,98.86,5.5,22,92,0.04
21/07/25 12:45,63.99,333.41,489.58,1.47,68.1,218.07,106.76,0.32,0.19,0.05,0,4.28,99.8,6,60.79,15.2,12.23,100,12.56,0.26,70.92,0.98,98.51,5.5,22,92,0.03
21/07/25 13:00,63.61,325.13,477.71,1.47,68.06,181.12,86.52,0.27,0.18,0.05,0,4.28,99.8,6,60.43,15.18,12.12,100,12.54,0.26,75.85,0.98,98.72,5.5,22,92,0.03
21/07/25 13:15,61.27,317.72,471.56,1.48,67.38,180.81,85.26,0.27,0.2,0.06,0,4.28,99.8,5,58.2,15.06,12.03,100,12.45,0.25,75.89,0.99,98.81,5.5,22,92,0.03
21/07/25 13:30,65.28,336.57,493.04,1.46,68.26,161.83,79.79,0.24,0.19,0.05,0,4.28,99.8,6,62.02,15.26,13.28,100,12.61,0.26,78.42,0.98,98.66,5.5,22,92,0.03
21/07/25 13:45,63.91,334.51,491.87,1.47,68.01,187.83,92.39,0.28,0.21,0.05,0,4.28,99.8,6,60.71,15.2,12.76,100,12.56,0.26,74.96,0.98,98.7,5.5,22,92,0.03
21/07/25 14:00,59.34,305.21,452.85,1.48,67.4,169.35,76.69,0.25,0.21,0.06,0,4.28,99.8,5,56.37,14.97,13.75,100,12.37,0.25,77.42,0.99,98.73,5.5,22,92,0.03
21/07/25 14:15,60.88,317.6,472.57,1.49,67.21,174.27,82.35,0.26,0.19,0.06,0,4.28,99.8,7,57.83,15.04,12.72,100,12.44,0.25,76.76,0.98,98.64,5.5,22,92,0.03
21/07/25 14:30,62.45,317.65,469.18,1.48,67.7,147.09,69.01,0.22,0.19,0.05,0,4.28,99.8,6,59.33,15.12,13.93,100,12.5,0.25,80.39,0.99,98.63,5.5,22,92,0.03
21/07/25 14:45,62.08,320.9,474.15,1.48,67.68,170.62,80.9,0.25,0.18,0.05,0,4.28,99.8,6,58.98,15.1,13.45,100,12.48,0.25,77.25,0.98,98.54,5.5,22,92,0.03
21/07/25 15:00,57.76,296.37,440.4,1.49,67.3,157.97,69.57,0.23,0.2,0.05,0,4.28,99.8,5,54.87,14.89,13.98,100,12.31,0.25,78.94,0.99,98.64,5.5,22,92,0.03
21/07/25 15:15,59.15,309.45,458.6,1.48,67.48,161.14,73.9,0.24,0.2,0.05,0,4.28,99.8,4,56.19,14.96,13.96,100,12.37,0.25,78.51,0.99,98.73,5.5,22,92,0.03
21/07/25 15:30,56.17,286.75,428.12,1.49,66.98,130.41,55.83,0.19,0.18,0.06,0,4.28,99.8,4,53.36,14.81,13.92,100,12.25,0.25,82.61,0.99,98.71,5.5,22,92,0.03
21/07/25 15:45,56.65,296,441.12,1.49,67.1,155.57,68.63,0.23,0.22,0.06,0,4.28,99.8,4,53.82,14.83,13.48,100,12.27,0.25,79.26,0.99,98.55,5.5,22,92,0.03
21/07/25 16:00,55.78,292.43,437.6,1.5,66.83,133.59,58.46,0.2,0.19,0.05,0,4.28,99.8,4,52.99,14.79,12.26,100,12.23,0.25,82.19,0.99,98.97,5.5,22,92,0.03
21/07/25 16:15,57.1,294.87,440.59,1.49,66.92,113.61,50.06,0.17,0.2,0.06,0,4.28,99.8,4,54.25,14.86,12.74,100,12.28,0.25,84.85,0.98,98.95,5.5,22,92,0.03
21/07/25 16:30,56.54,288.1,433.15,1.5,66.51,141.18,61.15,0.21,0.19,0.05,0,4.28,99.8,6,53.72,14.83,13.48,100,12.26,0.25,81.18,0.99,98.84,5.5,22,92,0.03
21/07/25 16:45,56.91,290.47,435.12,1.5,66.76,118.06,51.37,0.18,0.2,0.05,0,4.28,99.8,5,54.06,14.85,12.35,100,12.28,0.25,84.26,0.99,98.55,5.5,22,92,0.03
21/07/25 17:00,53.84,276.12,417.73,1.51,66.1,113.54,47.43,0.17,0.19,0.05,0,4.28,99.8,6,51.15,14.69,13.24,100,12.15,0.25,84.86,0.98,98.51,5.5,22,92,0.03
21/07/25 17:15,57.44,299.66,446.06,1.49,67.18,110.78,49.42,0.16,0.21,0.06,0,4.28,99.8,4,54.57,14.87,13.43,100,12.3,0.25,85.23,0.99,98.89,5.5,22,92,0.03
21/07/25 17:30,53.14,279.89,422.45,1.51,66.25,134.51,56.82,0.2,0.21,0.06,0,4.28,99.8,4,50.49,14.66,13.53,100,12.13,0.25,82.07,0.98,98.68,5.5,22,92,0.03
21/07/25 17:45,52.46,275.96,415.57,1.51,66.4,120.73,50.17,0.18,0.19,0.06,0,4.28,99.8,4,49.84,14.62,12.97,100,12.1,0.25,83.9,0.98,98.66,5.5,22,92,0.03
21/07/25 18:00,55.48,284.18,429.23,1.51,66.21,126.35,54.23,0.19,0.22,0.05,0,4.28,99.8,5,52.7,14.77,12.72,100,12.22,0.25,83.15,0.98,98.84,5.5,22,92,0.03
21/07/25 18:15,55.63,288.58,430.72,1.49,67,114.81,49.45,0.17,0.21,0.06,0,4.28,99.8,5,52.85,14.78,12.72,100,12.23,0.25,84.69,0.98,98.57,5.5,22,92,0.03
21/07/25 18:30,57.82,298.06,442.92,1.49,67.3,108.97,48.26,0.16,0.2,0.05,0,4.28,99.8,6,54.93,14.89,13.61,100,12.31,0.25,85.47,0.98,98.89,5.5,22,92,0.03
21/07/25 18:45,57.74,303.28,452.28,1.49,67.06,127.07,57.47,0.19,0.2,0.05,0,4.28,99.8,5,54.85,14.89,12.78,100,12.31,0.25,83.06,0.99,98.52,5.5,22,92,0.03
21/07/25 19:00,54.25,279.59,421.23,1.51,66.38,110.24,46.44,0.17,0.18,0.06,0,4.28,99.8,5,51.54,14.71,12.02,100,12.17,0.25,85.3,0.98,98.91,5.5,22,92,0.03
21/07/25 19:15,53.21,272.35,413.37,1.52,65.89,103.43,42.75,0.16,0.22,0.05,0,4.28,99.8,6,50.55,14.66,12.4,100,12.13,0.25,86.21,0.98,98.6,5.5,22,92,0.03
21/07/25 19:30,54.43,277.42,416.33,1.5,66.64,104.55,43.53,0.16,0.19,0.05,0,4.28,99.8,5,51.71,14.72,12.93,100,12.18,0.25,86.06,0.98,98.57,5.5,22,92,0.03
21/07/25 19:45,54.18,278.92,422.21,1.51,66.06,140.79,59.44,0.21,0.18,0.05,0,4.28,99.8,5,51.48,14.71,12.89,100,12.17,0.25,81.23,0.99,98.58,5.5,22,92,0.03
21/07/25 20:00,57.52,299.64,445.94,1.49,67.19,125.14,55.8,0.19,0.19,0.06,0,4.28,99.8,5,54.64,14.88,13.95,100,12.3,0.25,83.31,0.98,98.83,5.5,22,92,0.03
21/07/25 20:15,56.96,290.03,434.72,1.5,66.72,120.31,52.3,0.18,0.19,0.06,0,4.28,99.8,6,54.11,14.85,12.37,100,12.28,0.25,83.96,0.98,98.95,5.5,22,92,0.03
21/07/25 20:30,56.54,297.54,446.22,1.5,66.68,132.52,59.13,0.2,0.21,0.05,0,4.28,99.8,4,53.71,14.83,13.19,100,12.26,0.25,82.33,0.99,98.96,5.5,22,92,0.03
21/07/25 20:45,57.77,297.61,442.36,1.49,67.28,130.95,57.93,0.19,0.19,0.06,0,4.28,99.8,6,54.88,14.89,13.85,100,12.31,0.25,82.54,0.98,98.54,5.5,22,92,0.03
21/07/25 21:00,55,288.26,432.44,1.5,66.66,142.48,61.62,0.21,0.2,0.06,0,4.28,99.8,5,52.25,14.75,13.76,100,12.2,0.25,81,0.99,98.94,5.5,22,92,0.03
21/07/25 21:15,57.35,300.3,446.42,1.49,67.27,154.4,68.93,0.23,0.2,0.05,0,4.28,99.8,4,54.48,14.87,12.93,100,12.29,0.25,79.41,0.98,98.81,5.5,22,92,0.03
21/07/25 21:30,59.1,310.27,458.69,1.48,67.64,133.04,61.02,0.2,0.19,0.05,0,4.28,99.8,5,56.15,14.96,13.04,100,12.36,0.25,82.26,0.99,98.85,5.5,22,92,0.03
21/07/25 21:45,57.66,294.11,440.35,1.5,66.79,157.55,69.38,0.24,0.21,0.05,0,4.28,99.8,5,54.77,14.88,12.95,100,12.31,0.25,78.99,0.98,98.52,5.5,22,92,0.03
21/07/25 22:00,57.67,302.67,450.54,1.49,67.18,177.61,80.02,0.26,0.19,0.06,0,4.28,99.8,5,54.79,14.88,13.02,100,12.31,0.25,76.32,0.98,98.74,5.5,22,92,0.03
21/07/25 22:15,60.86,312.32,465.74,1.49,67.06,169.33,78.86,0.25,0.22,0.05,0,4.28,99.8,6,57.82,15.04,13.22,100,12.43,0.25,77.42,0.98,98.77,5.5,22,92,0.03
21/07/25 22:30,59.9,306.31,453.32,1.48,67.57,158.46,71.83,0.23,0.19,0.05,0,4.28,99.8,6,56.91,15,13.44,100,12.4,0.25,78.87,0.98,98.58,5.5,22,92,0.03
21/07/25 22:45,59.39,311.81,461.98,1.48,67.49,170.82,78.92,0.25,0.21,0.05,0,4.28,99.8,6,56.42,14.97,12.24,100,12.38,0.25,77.22,0.98,98.53,5.5,22,92,0.03
21/07/25 23:00,64.83,335.06,494.63,1.48,67.74,182.25,90.14,0.27,0.18,0.05,0,4.28,99.8,7,61.58,15.24,12.62,100,12.59,0.25,75.7,0.98,98.51,5.5,22,92,0.03
21/07/25 23:15,59.64,306,454.7,1.49,67.3,187.47,85.24,0.28,0.21,0.06,0,4.28,99.8,5,56.66,14.98,13.37,100,12.39,0.25,75,0.98,98.55,5.5,22,92,0.03
21/07/25 23:30,60.41,308.37,456.82,1.48,67.5,180.53,82.47,0.27,0.21,0.06,0,4.28,99.8,5,57.39,15.02,13.54,100,12.42,0.25,75.93,0.99,98.85,5.5,22,92,0.03
21/07/25 23:45,60.6,308.5,459.34,1.49,67.16,167.06,76.74,0.25,0.19,0.05,0,4.28,99.8,7,57.57,15.03,12.88,100,12.42,0.25,77.73,0.98,98.67,5.5,22,92,0.03
22/07/25 0:00,74.74,387.9,562.97,1.45,68.9,186.72,105.11,0.27,0.19,0.06,0,4.28,99.8,8,71.01,15.74,12.88,100,12.99,0.26,75.1,0.99,98.99,5.5,22,92,0.04
22/07/25 0:15,77.78,401.74,577.45,1.44,69.57,214.02,123.58,0.31,0.22,0.06,0,4.28,99.8,7,73.89,15.89,12.28,100,13.11,0.26,71.46,0.99,98.94,5.5,22,92,0.04
22/07/25 0:30,77.73,400.31,577.19,1.44,69.35,211.93,122.33,0.31,0.21,0.06,0,4.28,99.8,7,73.85,15.89,12.91,100,13.11,0.26,71.74,0.98,98.63,5.5,22,92,0.04
22/07/25 0:45,73.76,383.76,554.87,1.45,69.16,204.57,113.51,0.3,0.2,0.05,0,4.28,99.8,8,70.07,15.69,13.63,100,12.95,0.26,72.72,0.98,98.69,5.5,22,92,0.04
22/07/25 1:00,77.67,399.98,578.79,1.45,69.11,201.67,116.72,0.29,0.2,0.06,0,4.28,99.8,6,73.79,15.88,13.69,100,13.11,0.26,73.11,0.98,98.66,5.5,22,92,0.04
22/07/25 1:15,79.49,403.12,579.29,1.44,69.59,217.45,125.97,0.31,0.21,0.06,0,4.28,99.8,7,75.52,15.97,12.09,100,13.18,0.26,71.01,0.98,98.87,5.5,22,92,0.04
22/07/25 1:30,78.3,398.73,576.36,1.45,69.18,210.65,121.41,0.3,0.18,0.06,0,4.28,99.8,6,74.38,15.91,13.12,100,13.13,0.26,71.91,0.99,98.87,5.5,22,92,0.04
22/07/25 1:45,77.1,398.62,573.78,1.44,69.47,208.28,119.51,0.3,0.2,0.06,0,4.28,99.8,8,73.25,15.86,13.48,100,13.08,0.26,72.23,0.99,98.72,5.5,22,92,0.04
22/07/25 2:00,83.32,426.32,611.86,1.44,69.68,233.29,142.74,0.33,0.19,0.06,0,4.28,99.8,9,79.15,16.17,12.96,100,13.33,0.26,68.89,0.98,98.89,5.5,22,92,0.04
22/07/25 2:15,81.79,416.47,597.57,1.43,69.69,237.6,141.98,0.34,0.18,0.05,0,4.28,99.8,7,77.7,16.09,13.74,100,13.27,0.26,68.32,0.98,98.65,5.5,22,92,0.04
22/07/25 2:30,81.7,420.85,606.48,1.44,69.39,242.92,147.33,0.35,0.2,0.05,0,4.28,99.8,7,77.62,16.09,12.02,100,13.27,0.26,67.61,0.98,98.59,5.5,22,92,0.04
22/07/25 2:45,81.52,422.57,608.76,1.44,69.41,258.18,157.17,0.37,0.21,0.05,0,4.28,99.8,8,77.44,16.08,12.37,100,13.26,0.26,65.58,0.98,98.93,5.5,22,92,0.04
22/07/25 3:00,86.11,436.77,627.8,1.44,69.57,270.47,169.8,0.39,0.18,0.05,0,4.28,99.8,8,81.8,16.31,12.88,100,13.44,0.26,63.94,0.99,98.83,5.5,22,92,0.04
22/07/25 3:15,81.69,417.71,598.32,1.43,69.81,251.7,150.6,0.36,0.2,0.05,0,4.28,99.8,9,77.61,16.08,13.26,100,13.27,0.26,66.44,0.98,98.94,5.5,22,92,0.04
22/07/25 3:30,83.62,426.56,612.44,1.44,69.65,245.36,150.27,0.35,0.2,0.06,0,4.28,99.8,8,79.44,16.18,13.23,100,13.34,0.26,67.29,0.99,98.77,5.5,22,92,0.04
22/07/25 3:45,82.49,418.19,599.87,1.43,69.71,257.54,154.49,0.37,0.18,0.06,0,4.28,99.8,9,78.37,16.12,12.17,100,13.3,0.26,65.66,0.99,98.99,5.5,22,92,0.04
22/07/25 4:00,88.26,450.92,641.93,1.42,70.24,267.68,171.83,0.38,0.22,0.06,0,4.28,99.8,7,83.84,16.41,12.98,100,13.53,0.27,64.31,0.98,98.68,5.5,22,92,0.05
22/07/25 4:15,84.98,438.61,629.54,1.44,69.67,256.38,161.4,0.37,0.19,0.06,0,4.28,99.8,8,80.73,16.25,13.53,100,13.4,0.26,65.82,0.99,98.9,5.5,22,92,0.04
22/07/25 4:30,87.76,449.95,644.86,1.43,69.77,277.55,178.98,0.4,0.2,0.06,0,4.28,99.8,8,83.38,16.39,13.69,100,13.51,0.26,62.99,0.99,98.87,5.5,22,92,0.05
22/07/25 4:45,85.88,436.3,625.49,1.43,69.75,270.46,169.17,0.39,0.2,0.05,0,4.28,99.8,7,81.59,16.29,12.04,100,13.44,0.26,63.94,0.98,98.99,5.5,22,92,0.04
22/07/25 5:00,86.95,439.85,627.33,1.43,70.11,291.22,182.69,0.42,0.2,0.05,0,4.28,99.8,8,82.6,16.35,12.77,100,13.48,0.26,61.17,0.99,98.77,5.5,22,92,0.04
22/07/25 5:15,84.1,430.72,616.83,1.43,69.83,272.42,168.04,0.39,0.19,0.06,0,4.28,99.8,9,79.9,16.21,12.75,100,13.36,0.26,63.68,0.99,98.89,5.5,22,92,0.04
22/07/25 5:30,88.69,451.21,642.78,1.42,70.2,259.65,166.9,0.37,0.18,0.06,0,4.28,99.8,7,84.25,16.43,13.55,100,13.55,0.27,65.38,0.99,98.95,5.5,22,92,0.04
22/07/25 5:45,84.98,439.43,629,1.43,69.86,258.69,162.71,0.37,0.21,0.06,0,4.28,99.8,9,80.73,16.25,12.21,100,13.4,0.26,65.51,0.99,98.76,5.5,22,92,0.05
22/07/25 6:00,87.2,445.39,634.67,1.42,70.18,261.61,166.03,0.37,0.2,0.06,0,4.28,99.8,7,82.84,16.36,13.46,100,13.49,0.27,65.12,0.99,98.59,5.5,22,92,0.04
22/07/25 6:15,86.98,447.64,640.78,1.43,69.86,260.36,166.84,0.37,0.19,0.05,0,4.28,99.8,9,82.63,16.35,12.25,100,13.48,0.26,65.28,0.98,98.85,5.5,22,92,0.04
22/07/25 6:30,84.81,436.23,625.55,1.43,69.74,272.91,170.72,0.39,0.2,0.05,0,4.28,99.8,8,80.57,16.24,13.71,100,13.39,0.26,63.61,0.99,98.67,5.5,22,92,0.04
22/07/25 6:45,89.05,457.82,654.74,1.43,69.92,260.97,170.87,0.37,0.21,0.05,0,4.28,99.8,8,84.6,16.45,13.46,100,13.56,0.26,65.2,0.98,98.56,5.5,22,92,0.05
22/07/25 7:00,87.34,451.65,646.29,1.43,69.88,280.88,181.53,0.4,0.18,0.06,0,4.28,99.8,9,82.97,16.37,13.23,100,13.49,0.26,62.55,0.99,98.83,5.5,22,92,0.04
22/07/25 7:15,85.6,442.65,633.19,1.43,69.91,274.01,173.5,0.39,0.19,0.05,0,4.28,99.8,9,81.32,16.28,13.7,100,13.42,0.26,63.47,0.99,98.55,5.5,22,92,0.04
22/07/25 7:30,87.6,452.38,645.98,1.43,70.03,286.92,185.34,0.41,0.21,0.05,0,4.28,99.8,8,83.22,16.38,13.97,100,13.5,0.26,61.74,0.99,98.7,5.5,22,92,0.05
22/07/25 7:45,86.27,438,628.39,1.43,69.7,259.76,163.23,0.37,0.21,0.05,0,4.28,99.8,8,81.96,16.31,12.83,100,13.45,0.26,65.37,0.98,98.79,5.5,22,92,0.05
22/07/25 8:00,83.47,430.25,616.12,1.43,69.83,276.01,170.05,0.4,0.21,0.06,0,4.28,99.8,7,79.3,16.17,12.77,100,13.34,0.26,63.2,0.98,98.68,5.5,22,92,0.04
22/07/25 8:15,85.41,439.73,630.16,1.43,69.78,278.77,175.67,0.4,0.21,0.06,0,4.28,99.8,9,81.14,16.27,12.73,100,13.42,0.26,62.83,0.98,98.62,5.5,22,92,0.05
22/07/25 8:30,84.31,434.49,622.39,1.43,69.81,271.36,168.89,0.39,0.21,0.06,0,4.28,99.8,8,80.09,16.22,12.88,100,13.37,0.26,63.82,0.99,98.6,5.5,22,92,0.05
22/07/25 8:45,83.06,429.17,616.17,1.44,69.65,257.83,158.87,0.37,0.22,0.06,0,4.28,99.8,9,78.9,16.15,13.07,100,13.32,0.26,65.62,0.99,98.75,5.5,22,92,0.05
22/07/25 9:00,85.71,439.29,630.88,1.44,69.63,260.13,164.11,0.37,0.19,0.05,0,4.28,99.8,9,81.42,16.29,12.09,100,13.43,0.26,65.32,0.98,98.95,5.5,22,92,0.04
22/07/25 9:15,84.55,434.26,623.01,1.43,69.7,257.46,160.4,0.37,0.2,0.05,0,4.28,99.8,9,80.32,16.23,12.33,100,13.38,0.26,65.67,0.98,98.94,5.5,22,92,0.04
22/07/25 9:30,81.18,414.63,595.8,1.44,69.59,268.24,159.82,0.39,0.21,0.05,0,4.28,99.8,9,77.12,16.06,13.39,100,13.25,0.26,64.23,0.98,98.66,5.5,22,92,0.04
22/07/25 9:45,84.34,427.43,615.15,1.44,69.48,263.04,161.81,0.38,0.18,0.05,0,4.28,99.8,8,80.12,16.22,12.1,100,13.37,0.26,64.93,0.98,98.8,5.5,22,92,0.04
22/07/25 10:00,82.61,419.29,601.86,1.44,69.67,238.4,143.48,0.34,0.21,0.06,0,4.28,99.8,8,78.48,16.13,12.07,100,13.3,0.26,68.21,0.98,98.83,5.5,22,92,0.04
22/07/25 10:15,80.99,417.11,598.37,1.43,69.71,229.24,137.17,0.33,0.2,0.05,0,4.28,99.8,9,76.94,16.05,13.17,100,13.24,0.26,69.43,0.98,98.76,5.5,22,92,0.04
22/07/25 10:30,83.97,426.9,614.01,1.44,69.53,248.34,152.48,0.36,0.2,0.05,0,4.28,99.8,9,79.78,16.2,13.79,100,13.36,0.26,66.89,0.98,98.71,5.5,22,92,0.04
22/07/25 10:45,81.92,423.31,608.49,1.44,69.57,248.67,151.31,0.36,0.21,0.05,0,4.28,99.8,9,77.82,16.1,13.39,100,13.28,0.26,66.84,0.98,98.91,5.5,22,92,0.04
22/07/25 11:00,77.24,400.83,577.13,1.44,69.45,227.89,131.52,0.33,0.2,0.06,0,4.28,99.8,6,73.38,15.86,13.28,100,13.09,0.26,69.62,0.99,98.73,5.5,22,92,0.04
22/07/25 11:15,80.52,416.72,600.36,1.44,69.41,219.84,131.98,0.32,0.19,0.05,0,4.28,99.8,7,76.49,16.03,12.43,100,13.22,0.26,70.69,0.99,98.76,5.5,22,92,0.04
22/07/25 11:30,76.38,388.17,562.03,1.45,69.07,215.88,121.33,0.31,0.18,0.06,0,4.28,99.8,6,72.56,15.82,13.1,100,13.06,0.26,71.22,0.98,98.78,5.5,22,92,0.04
22/07/25 11:45,81.41,414.84,597.83,1.44,69.39,233.09,139.35,0.34,0.21,0.05,0,4.28,99.8,8,77.34,16.07,12.85,100,13.26,0.26,68.92,0.98,98.65,5.5,22,92,0.04
22/07/25 12:00,78.03,396.86,575.03,1.45,69.01,215.51,123.93,0.31,0.2,0.05,0,4.28,99.8,7,74.13,15.9,12.54,100,13.12,0.26,71.26,0.99,98.75,5.5,22,92,0.04
22/07/25 12:15,78.6,407.81,586.85,1.44,69.49,191.07,112.13,0.27,0.19,0.05,0,4.28,99.8,6,74.67,15.93,13.5,100,13.14,0.26,74.52,0.99,98.87,5.5,22,92,0.04
22/07/25 12:30,78.59,399.25,578.72,1.45,68.99,186.89,108.16,0.27,0.22,0.05,0,4.28,99.8,6,74.66,15.93,12.14,100,13.14,0.26,75.08,0.98,98.98,5.5,22,92,0.04
